Word	Org	Score	Deviation	Std	PoS
その後	その後	2.73	39.58	1.44	名詞
哀愁	哀愁	2.73	39.58	1.46	名詞
積極	積極	2.73	39.58	1.12	名詞
盛大	盛大	2.73	39.58	1.15	名詞
ノウハウ	ノウハウ	2.73	39.58	1.34	名詞
シビア	シビア	2.73	39.58	1.34	名詞
come	come	2.73	39.58	1.09	名詞
過去	過去	2.73	39.58	1.29	名詞
静	静	2.73	39.58	1.21	名詞
情熱	情熱	2.73	39.58	1.26	名詞
弱気	弱気	2.73	39.58	1.39	名詞
質感	質感	2.73	39.58	1.21	名詞
森ガール	森ガール	2.73	39.58	1.18	名詞
おとす	おとす	2.73	39.58	1.29	動詞
予想外	予想外	2.73	39.58	1	名詞
行間	行間	2.73	39.58	1.18	名詞
一通り	一通り	2.73	39.58	1.18	名詞
記憶力	記憶力	2.73	39.58	1.44	名詞
bless	bless	2.73	39.58	1.15	名詞
自己嫌悪	自己嫌悪	2.73	39.58	1.44	名詞
予防	予防	2.73	39.58	1.26	名詞
マス	マス	2.73	39.58	1.21	名詞
しない	しない	2.73	39.58	1.44	名詞
プラザ	プラザ	2.73	39.58	1.24	名詞
確定	確定	2.73	39.58	1.29	名詞
近日	近日	2.73	39.58	1.39	名詞
本格的	本格的	2.73	39.58	1.21	名詞
意地	意地	2.73	39.58	1.18	名詞
ゆとり	ゆとり	2.73	39.58	1.53	名詞
胸きゅん	胸きゅん	2.73	39.58	1.12	名詞
わけ	わけ	2.73	39.58	1.34	名詞
界隈	界隈	2.73	39.58	1.29	名詞
即座	即座	2.73	39.58	1.26	名詞
輝き	輝き	2.73	39.58	1.21	名詞
爆	爆	2.73	39.58	1.21	名詞
挙動	挙動	2.73	39.58	1.12	名詞
改造	改造	2.73	39.58	0.89	名詞
仕入れ	仕入れ	2.73	39.58	1.29	名詞
代わり	代わり	2.73	39.58	1.15	名詞
香	香	2.73	39.58	1.24	名詞
今度	今度	2.77	38.9	1.48	名詞
mc	MC	2.77	38.9	1.38	名詞
バレバレ	バレバレ	2.77	38.9	1.43	名詞
人外	人外	2.77	38.9	1.2	名詞
涼	涼	2.77	38.9	1.36	名詞
いっしょ	いっしょ	2.77	38.9	1.17	名詞
乾	乾	2.77	38.9	1.17	名詞
冒険	冒険	2.77	38.9	1.09	名詞
匠	匠	2.77	38.9	1.28	名詞
おお振り	おお振り	2.77	38.9	1.2	名詞
行きたくない	行きたくない	2.77	38.9	1.36	名詞
take	take	2.77	38.9	1.15	名詞
是非	是非	2.77	38.9	1.23	名詞
others	others	2.77	38.9	1.28	名詞
控えめ	控えめ	2.77	38.9	1.05	名詞
重症	重症	2.77	38.9	1.38	名詞
エンジョイ	エンジョイ	2.77	38.9	1.31	名詞
圧倒	圧倒	2.77	38.9	1.2	名詞
一苦労	一苦労	2.77	38.9	1.5	名詞
行い	行い	2.77	38.9	1.2	名詞
意外	意外	2.77	38.9	1.15	名詞
贅沢	贅沢	2.77	38.9	1.28	名詞
要素	要素	2.77	38.9	1.2	名詞
めまい	めまい	2.77	38.9	1.43	名詞
ふじこ	ふじこ	2.77	38.9	1.61	名詞
トリガー	トリガー	2.77	38.9	1.28	名詞
お勤め	お勤め	2.77	38.9	1.31	名詞
お買い得	お買い得	2.77	38.9	1.2	名詞
触発	触発	2.77	38.9	1.28	名詞
こいつ	こいつ	2.77	38.9	1.28	名詞
レポ	レポ	2.77	38.9	1.31	名詞
羽生	羽生	2.77	38.9	1.36	名詞
卒	卒	2.77	38.9	1.28	名詞
more	more	2.77	38.9	1.38	名詞
曖昧	曖昧	2.77	38.9	1.54	名詞
態度	態度	2.77	38.9	1.28	名詞
能力	能力	2.77	38.9	1.26	名詞
仮	仮	2.77	38.9	1.33	名詞
代理店	代理店	2.77	38.9	1.17	名詞
ムダ	ムダ	2.77	38.9	0.99	名詞
将来的	将来的	2.77	38.9	1.36	名詞
リダイレクト	リダイレクト	2.77	38.9	1.38	名詞
境目	境目	2.77	38.9	1.23	名詞
無限ループ	無限ループ	2.77	38.9	1.26	名詞
過剰	過剰	2.77	38.9	1.17	名詞
ラフ	ラフ	2.77	38.9	1.28	名詞
持	持	2.77	38.9	1.36	名詞
where	where	2.77	38.9	1.12	名詞
栄	栄	2.77	38.9	1.45	名詞
所存	所存	2.77	38.9	1.31	名詞
リサ	リサ	2.77	38.9	1.31	名詞
対立	対立	2.77	38.9	1.28	名詞
不良	不良	2.77	38.9	1.26	名詞
はま	はま	2.77	38.9	1.15	名詞
クローズ	クローズ	2.77	38.9	1.09	名詞
本格	本格	2.77	38.9	1.15	名詞
霊	霊	2.77	38.9	1.52	名詞
さりげなく	さりげなく	2.77	38.9	1.38	名詞
アフター	アフター	2.77	38.9	1.28	名詞
分化	分化	2.77	38.9	1.26	名詞
コミット	コミット	2.77	38.9	1.23	名詞
大きめ	大きめ	2.77	38.9	1.17	名詞
得手	得手	2.77	38.9	1.17	名詞
バランス	バランス	2.77	38.9	1.31	名詞
推移	推移	2.77	38.9	1.17	名詞
民	民	2.77	38.9	1.31	名詞
泊	泊	2.77	38.9	1.33	名詞
肝心	肝心	2.77	38.9	1.26	名詞
under	under	2.77	38.9	1.15	名詞
つぶし	つぶし	2.77	38.9	1.33	名詞
奥義	奥義	2.77	38.9	1.31	名詞
比	比	2.77	38.9	1.15	名詞
美味	美味	2.77	38.9	1.23	名詞
刺し	刺し	2.77	38.9	1.28	名詞
フラグ	フラグ	2.77	38.9	1.31	名詞
小雨	小雨	2.77	38.9	1.17	名詞
クズ	クズ	2.77	38.9	1.31	名詞
乱れ	乱れ	2.77	38.9	1.02	名詞
動向	動向	2.77	38.9	1.2	名詞
サーチ	サーチ	2.77	38.9	1.38	名詞
ヒマ	ヒマ	2.77	38.9	1.38	名詞
幾ら	幾ら	2.77	38.9	1.43	名詞
案	案	2.77	38.9	1.15	名詞
上等	上等	2.77	38.9	1.23	名詞
リモート	リモート	2.77	38.9	0.96	名詞
有	有	2.77	38.9	1.28	名詞
平気	平気	2.77	38.9	1.26	名詞
単	単	2.77	38.9	1.33	名詞
状況	状況	2.77	38.9	1.23	名詞
アカ	アカ	2.77	38.9	1.26	名詞
傑作	傑作	2.77	38.9	1.15	名詞
中略	中略	2.77	38.9	1.28	名詞
極端	極端	2.77	38.9	1.2	名詞
お過ごし	お過ごし	2.77	38.9	1.23	名詞
扱い	扱い	2.77	38.9	1.02	名詞
revolution	revolution	2.77	38.9	1.2	名詞
ジン	ジン	2.77	38.9	1.45	名詞
仕方がない	仕方がない	2.77	38.9	1.33	名詞
直感	直感	2.77	38.9	1.38	名詞
ﾆﾔﾆﾔ	ﾆﾔﾆﾔ	2.77	38.9	1.15	名詞
期待	期待	2.77	38.9	1.2	名詞
ハイパー	ハイパー	2.77	38.9	0.99	名詞
大胆	大胆	2.77	38.9	1.28	名詞
log	log	2.77	38.9	1.17	名詞
直	直	2.77	38.9	1.23	名詞
知識	知識	2.77	38.9	1.38	名詞
議論	議論	2.77	38.9	1.43	名詞
遅延	遅延	2.77	38.9	1.23	名詞
ハンサム	ハンサム	2.77	38.9	1.38	名詞
きっかけ	きっかけ	2.77	38.9	1.52	名詞
超能力	超能力	2.77	38.9	1.58	名詞
友情	友情	2.77	38.9	1.33	名詞
系列	系列	2.77	38.9	1.23	名詞
have	have	2.77	38.9	1.02	名詞
完成度	完成度	2.77	38.9	1.28	名詞
アート	アート	2.77	38.9	1.33	名詞
対象外	対象外	2.77	38.9	1.15	名詞
楽ちん	楽ちん	2.77	38.9	1.28	名詞
人目	人目	2.77	38.9	1.05	名詞
ふしぎ	ふしぎ	2.77	38.9	1.31	名詞
同然	同然	2.77	38.9	1.2	名詞
混ざる	混ざる	2.77	38.9	0.99	動詞
吹っ飛ぶ	吹っ飛ぶ	2.77	38.9	1.31	動詞
励む	励む	2.77	38.9	1.28	動詞
秘める	秘める	2.77	38.9	1.26	動詞
寄る	寄る	2.77	38.9	1.12	動詞
保てる	保てる	2.77	38.9	1.31	動詞
しのぐ	しのぐ	2.77	38.9	1.15	動詞
慰める	慰める	2.77	38.9	1.26	動詞
絡める	絡める	2.77	38.9	1.12	動詞
揺らぐ	揺らぐ	2.77	38.9	1.17	動詞
取り上げる	取り上げる	2.77	38.9	0.88	動詞
妬ましい	妬ましい	2.77	38.9	1.36	形容詞
ねたい	ねたい	2.77	38.9	1.12	形容詞
難しい	難しい	2.77	38.9	1.2	形容詞
ちっちゃい	ちっちゃい	2.77	38.9	1.36	形容詞
惜しい	惜しい	2.77	38.9	1.33	形容詞
お安い	お安い	2.77	38.9	1.41	形容詞
凄まじい	凄まじい	2.77	38.9	1.17	形容詞
腹立たしい	腹立たしい	2.77	38.9	1.28	形容詞
渋い	渋い	2.77	38.9	1.23	形容詞
正しい	正しい	2.77	38.9	1.45	形容詞
きびしい	きびしい	2.77	38.9	1.26	形容詞
ほしい	ほしい	2.77	38.9	1.28	形容詞
疎い	疎い	2.77	38.9	1.38	形容詞
熱っぽい	熱っぽい	2.77	38.9	1.2	形容詞
くるしい	くるしい	2.77	38.9	1.28	形容詞
数少ない	数少ない	2.77	38.9	1.36	形容詞
幅広い	幅広い	2.77	38.9	1.48	形容詞
むく	むく	2.77	38.9	1.26	動詞
憤る	憤る	2.77	38.9	1.33	動詞
ショー	ショー	2.77	38.9	1.12	名詞
殺る	殺る	2.77	38.9	1.41	動詞
あわせる	あわせる	2.77	38.9	1.26	動詞
組む	組む	2.77	38.9	1.41	動詞
おれる	おれる	2.77	38.9	1.12	動詞
さす	さす	2.77	38.9	1.23	動詞
すむ	すむ	2.77	38.9	1.09	動詞
張り付く	張り付く	2.77	38.9	1.02	動詞
結びつく	結びつく	2.77	38.9	0.99	動詞
酔い	酔い	2.77	38.9	1.12	動詞
巡る	巡る	2.77	38.9	1.15	動詞
滅入る	滅入る	2.77	38.9	1.38	動詞
戯れる	戯れる	2.77	38.9	1.28	動詞
異なる	異なる	2.77	38.9	1.38	動詞
受ける	受ける	2.77	38.9	1.38	動詞
きらい	きらい	2.77	38.9	1.15	動詞
迷う	迷う	2.77	38.9	1.31	動詞
きまる	きまる	2.77	38.9	1.26	動詞
まく	まく	2.77	38.9	1.17	動詞
教わる	教わる	2.77	38.9	1.33	動詞
くだる	くだる	2.77	38.9	1.05	動詞
うてる	うてる	2.77	38.9	1.23	動詞
病む	病む	2.77	38.9	1.28	動詞
否める	否める	2.77	38.9	1.17	動詞
仕込む	仕込む	2.77	38.9	1.2	動詞
基づく	基づく	2.77	38.9	1.23	動詞
こりる	こりる	2.77	38.9	1.09	動詞
繰り広げる	繰り広げる	2.77	38.9	1.2	動詞
えげつない	えげつない	2.77	38.9	1.2	形容詞
まにあう	まにあう	2.77	38.9	1.12	動詞
詰まる	詰まる	2.77	38.9	1.12	動詞
大事	大事	2.77	38.9	1.43	名詞
徹底	徹底	2.77	38.9	1.43	名詞
あいつ	あいつ	2.77	38.9	1.33	名詞
使い分け	使い分け	2.77	38.9	1.48	名詞
マン	マン	2.77	38.9	1.26	名詞
安さ	安さ	2.77	38.9	1.28	名詞
シュール	シュール	2.77	38.9	1.28	名詞
桁	桁	2.77	38.9	1.45	名詞
ストイック	ストイック	2.77	38.9	1.17	名詞
客層	客層	2.77	38.9	1.26	名詞
帰ろうかな	帰ろうかな	2.77	38.9	1.26	名詞
out	out	2.77	38.9	1.17	名詞
私たち	私たち	2.77	38.9	1.36	名詞
所為	所為	2.77	38.9	1.17	名詞
誌	誌	2.77	38.9	1.09	名詞
理念	理念	2.77	38.9	1.43	名詞
乙	乙	2.77	38.9	1.28	名詞
要因	要因	2.77	38.9	1.23	名詞
which	which	2.77	38.9	1.2	名詞
現象	現象	2.77	38.9	1.36	名詞
重視	重視	2.77	38.9	1.26	名詞
八苦	八苦	2.77	38.9	1.31	名詞
精神力	精神力	2.77	38.9	1.31	名詞
式	式	2.77	38.9	1.33	名詞
満	満	2.77	38.9	1.43	名詞
大昔	大昔	2.77	38.9	1.5	名詞
ステータス	ステータス	2.77	38.9	1.12	名詞
返る	返る	2.77	38.9	0.96	動詞
当方	当方	2.77	38.9	1.31	名詞
展	展	2.77	38.9	1.33	名詞
過大	過大	2.77	38.9	1.02	名詞
hope	HOPE	2.77	38.9	1.31	名詞
捉える	捉える	2.77	38.9	1.09	動詞
爽やか	爽やか	2.77	38.9	1.31	名詞
くむ	くむ	2.77	38.9	1.28	動詞
クリーン	クリーン	2.77	38.9	1.38	名詞
系統	系統	2.77	38.9	1.2	名詞
物色	物色	2.77	38.9	1.23	名詞
many	many	2.77	38.9	1.41	名詞
棒	棒	2.77	38.9	1.38	名詞
最近	最近	2.77	38.9	1.12	名詞
義理	義理	2.77	38.9	1.36	名詞
最高	最高	2.77	38.9	1.43	名詞
ジョブ	ジョブ	2.77	38.9	1.15	名詞
雑	雑	2.77	38.9	1.2	名詞
怠惰	怠惰	2.77	38.9	1.33	名詞
階層	階層	2.77	38.9	1.05	名詞
わからん	わからん	2.77	38.9	1.41	名詞
不調	不調	2.77	38.9	1.31	名詞
弱	弱	2.77	38.9	1.38	名詞
スーザン	スーザン	2.77	38.9	1.41	名詞
歴	歴	2.77	38.9	1.2	名詞
黒歴史	黒歴史	2.77	38.9	1.28	名詞
武	武	2.77	38.9	1.26	名詞
them	them	2.77	38.9	1.17	名詞
権威	権威	2.77	38.9	1.43	名詞
ほんま	ほんま	2.77	38.9	1.36	名詞
底	底	2.8	38.21	1.25	名詞
境地	境地	2.8	38.21	1.45	名詞
発生	発生	2.8	38.21	1.17	名詞
お洒落	お洒落	2.8	38.21	1.28	名詞
ジョージ	ジョージ	2.8	38.21	1.33	名詞
若さ	若さ	2.8	38.21	1.33	名詞
デッド	デッド	2.8	38.21	1.28	名詞
my	my	2.8	38.21	1.22	名詞
直し	直し	2.8	38.21	1.11	名詞
シャイ	シャイ	2.8	38.21	1.25	名詞
プリーズ	プリーズ	2.8	38.21	1.22	名詞
作	作	2.8	38.21	1.4	名詞
魔王	魔王	2.8	38.21	1.56	名詞
疑惑	疑惑	2.8	38.21	1.3	名詞
ココロ	ココロ	2.8	38.21	1.47	名詞
ノリ	ノリ	2.8	38.21	1.19	名詞
プレッシャー	プレッシャー	2.8	38.21	1.22	名詞
real	real	2.8	38.21	1.4	名詞
作動	作動	2.8	38.21	1.14	名詞
never	never	2.8	38.21	1.28	名詞
何回	何回	2.8	38.21	1.05	名詞
不正	不正	2.8	38.21	1.19	名詞
every	every	2.8	38.21	1.17	名詞
自力	自力	2.8	38.21	1.17	名詞
以外	以外	2.8	38.21	1.3	名詞
困難	困難	2.8	38.21	1.17	名詞
平穏	平穏	2.8	38.21	1.14	名詞
アイツ	アイツ	2.8	38.21	1.05	名詞
愕然	愕然	2.8	38.21	1.17	名詞
適当	適当	2.8	38.21	1.38	名詞
できるかな	できるかな	2.8	38.21	1.42	名詞
みつ	みつ	2.8	38.21	1.35	名詞
ある日	ある日	2.8	38.21	1.38	名詞
殆ど	殆ど	2.8	38.21	1.25	名詞
ときめき	ときめき	2.8	38.21	1.3	名詞
すき	すき	2.8	38.21	1.19	名詞
根気	根気	2.8	38.21	1.42	名詞
線	線	2.8	38.21	1.17	名詞
益	益	2.8	38.21	1.45	名詞
苦	苦	2.8	38.21	1.4	名詞
モダン	モダン	2.8	38.21	1.33	名詞
負	負	2.8	38.21	1.51	名詞
ボケ	ボケ	2.8	38.21	1.22	名詞
わがまま	わがまま	2.8	38.21	1.22	名詞
多謝	多謝	2.8	38.21	1.08	名詞
昼下がり	昼下がり	2.8	38.21	1.25	名詞
決意	決意	2.8	38.21	1.49	名詞
機嫌	機嫌	2.8	38.21	1.35	名詞
local	local	2.8	38.21	1.08	名詞
フラット	フラット	2.8	38.21	1.25	名詞
ひな	ひな	2.8	38.21	1.47	名詞
mind	mind	2.8	38.21	1.33	名詞
近頃	近頃	2.8	38.21	1.35	名詞
野郎	野郎	2.8	38.21	1.14	名詞
あなたに	あなたに	2.8	38.21	1.51	名詞
チャラ	チャラ	2.8	38.21	1.25	名詞
アグレッシブ	アグレッシブ	2.8	38.21	1.38	名詞
油断	油断	2.8	38.21	1.64	名詞
形態	形態	2.8	38.21	1.05	名詞
本性	本性	2.8	38.21	1.47	名詞
bye	bye	2.8	38.21	1.25	名詞
安価	安価	2.8	38.21	1.3	名詞
推測	推測	2.8	38.21	1.35	名詞
数年前	数年前	2.8	38.21	1.22	名詞
サイコー	サイコー	2.8	38.21	1.54	名詞
wonder	wonder	2.8	38.21	1.11	名詞
闘い	闘い	2.8	38.21	0.98	名詞
無問題	無問題	2.8	38.21	1.05	名詞
許せる	許せる	2.8	38.21	1.17	動詞
世	世	2.8	38.21	1.19	名詞
破れる	破れる	2.8	38.21	1.19	動詞
きらう	きらう	2.8	38.21	1.11	動詞
戻せる	戻せる	2.8	38.21	1.17	動詞
だれる	だれる	2.8	38.21	1.05	動詞
及ぶ	及ぶ	2.8	38.21	1.28	動詞
ぬける	ぬける	2.8	38.21	1.22	動詞
思い出せる	思い出せる	2.8	38.21	1.28	動詞
図る	図る	2.8	38.21	1.22	動詞
いう	いう	2.8	38.21	1.01	動詞
かよう	かよう	2.8	38.21	1.25	動詞
とばす	とばす	2.8	38.21	1.19	動詞
滅ぶ	滅ぶ	2.8	38.21	1.25	動詞
たとえる	たとえる	2.8	38.21	1.08	動詞
ひける	ひける	2.8	38.21	1.3	動詞
諦める	諦める	2.8	38.21	1.49	動詞
荒ぶ	荒ぶ	2.8	38.21	1.14	動詞
千秋	千秋	2.8	38.21	1.45	名詞
幻	幻	2.8	38.21	1.3	名詞
不覚	不覚	2.8	38.21	1.05	名詞
高め	高め	2.8	38.21	1.33	名詞
辻	辻	2.8	38.21	1.28	名詞
真理	真理	2.8	38.21	1.56	名詞
技術的	技術的	2.8	38.21	1.28	名詞
スミマセン	スミマセン	2.8	38.21	1.17	名詞
惚気	惚気	2.8	38.21	1.19	名詞
呪い	呪い	2.8	38.21	1.28	名詞
良	良	2.8	38.21	1.11	名詞
ドキドキ	ドキドキ	2.8	38.21	1.35	名詞
上がり	上がり	2.8	38.21	1.25	名詞
過度	過度	2.8	38.21	1.08	名詞
しらね	しらね	2.8	38.21	1.58	名詞
にわか	にわか	2.8	38.21	1.14	名詞
間近	間近	2.8	38.21	1.19	名詞
事柄	事柄	2.8	38.21	1.4	名詞
挑戦	挑戦	2.8	38.21	1.35	名詞
昨日今日	昨日今日	2.8	38.21	1.17	名詞
つれる	つれる	2.8	38.21	1.08	動詞
似る	似る	2.8	38.21	1.51	動詞
暗黒	暗黒	2.8	38.21	1.45	名詞
放り込む	放り込む	2.8	38.21	1.08	動詞
薄れる	薄れる	2.8	38.21	1.17	動詞
例える	例える	2.8	38.21	1.35	動詞
悪い	悪い	2.8	38.21	1.25	形容詞
愉しい	愉しい	2.8	38.21	1.11	形容詞
ちっさい	ちっさい	2.8	38.21	1.14	形容詞
いそがしい	いそがしい	2.8	38.21	1.25	形容詞
多い	多い	2.8	38.21	1.35	形容詞
はずかしい	はずかしい	2.8	38.21	1.38	形容詞
物足りない	物足りない	2.8	38.21	1.4	形容詞
しぶい	しぶい	2.8	38.21	1.11	形容詞
下らない	下らない	2.8	38.21	1.17	形容詞
でかい	でかい	2.8	38.21	1.25	形容詞
えぐい	えぐい	2.8	38.21	1.17	形容詞
可愛い	可愛い	2.8	38.21	1.33	形容詞
騒がしい	騒がしい	2.8	38.21	1.38	形容詞
興味深い	興味深い	2.8	38.21	1.35	形容詞
略称	略称	2.8	38.21	1.19	名詞
くれる	くれる	2.8	38.21	1.22	動詞
勝てる	勝てる	2.8	38.21	1.14	動詞
夢見る	夢見る	2.8	38.21	1.47	動詞
嫌がる	嫌がる	2.8	38.21	1.3	動詞
なれる	なれる	2.8	38.21	1.05	動詞
継ぐ	継ぐ	2.8	38.21	1.42	動詞
摂る	摂る	2.8	38.21	1.28	動詞
反す	反す	2.8	38.21	1.05	動詞
もえる	もえる	2.8	38.21	1.28	動詞
つぶす	つぶす	2.8	38.21	1.25	動詞
気に入る	気に入る	2.8	38.21	1.35	動詞
心がける	心がける	2.8	38.21	1.25	動詞
乱れる	乱れる	2.8	38.21	1.19	動詞
過ぎる	過ぎる	2.8	38.21	1.38	動詞
びびる	びびる	2.8	38.21	1.11	動詞
こなせる	こなせる	2.8	38.21	1.28	動詞
絶える	絶える	2.8	38.21	1.4	動詞
願う	願う	2.8	38.21	1.22	動詞
まじる	まじる	2.8	38.21	1.11	動詞
映える	映える	2.8	38.21	1.42	動詞
タマ	タマ	2.8	38.21	1.35	名詞
見慣れる	見慣れる	2.8	38.21	1.3	動詞
目処	目処	2.8	38.21	1.11	名詞
年々	年々	2.8	38.21	1.42	名詞
soft	soft	2.8	38.21	1.49	名詞
京	京	2.8	38.21	1.14	名詞
番外	番外	2.8	38.21	1.38	名詞
政治的	政治的	2.8	38.21	1.08	名詞
信用	信用	2.8	38.21	1.3	名詞
とおり	とおり	2.8	38.21	0.91	名詞
順	順	2.8	38.21	1.28	名詞
切れ	切れ	2.8	38.21	1.45	名詞
ジャッキー	ジャッキー	2.8	38.21	1.51	名詞
寛容	寛容	2.8	38.21	1.05	名詞
アクション	アクション	2.8	38.21	1.19	名詞
必然	必然	2.8	38.21	1.38	名詞
マイクロ	マイクロ	2.8	38.21	0.98	名詞
自由度	自由度	2.8	38.21	1.17	名詞
may	may	2.8	38.21	1.54	名詞
コツ	コツ	2.8	38.21	1.11	名詞
唖然	唖然	2.8	38.21	1.19	名詞
potechi	potechi	2.8	38.21	1.4	名詞
複雑	複雑	2.8	38.21	1.19	名詞
マイノリティ	マイノリティ	2.8	38.21	1.35	名詞
坊	坊	2.8	38.21	1.33	名詞
性質	性質	2.8	38.21	1.45	名詞
そのもの	そのもの	2.8	38.21	1.56	名詞
人間性	人間性	2.8	38.21	1.64	名詞
皆さま	皆さま	2.8	38.21	1.42	名詞
ズレ	ズレ	2.8	38.21	1.35	名詞
リトル	リトル	2.8	38.21	1.3	名詞
産	産	2.8	38.21	1.22	名詞
何色	何色	2.8	38.21	1.45	名詞
お先	お先	2.8	38.21	1.28	名詞
優位	優位	2.8	38.21	1.28	名詞
材	材	2.8	38.21	1.3	名詞
網羅	網羅	2.8	38.21	1.22	名詞
悔い	悔い	2.8	38.21	1.19	名詞
クール	クール	2.8	38.21	1.01	名詞
猛者	猛者	2.8	38.21	1.3	名詞
play	play	2.8	38.21	0.91	名詞
措置	措置	2.8	38.21	1.33	名詞
常々	常々	2.8	38.21	1.28	名詞
安心感	安心感	2.8	38.21	1.62	名詞
行為	行為	2.8	38.21	1.45	名詞
不意	不意	2.8	38.21	1.4	名詞
ねた	ねた	2.8	38.21	1.11	名詞
甲斐	甲斐	2.8	38.21	1.38	名詞
get	get	2.8	38.21	1.19	名詞
だが断る	だが断る	2.8	38.21	1.45	名詞
触り	触り	2.8	38.21	1.19	名詞
兆	兆	2.8	38.21	1.4	名詞
奴ら	奴ら	2.8	38.21	1.33	名詞
許容範囲	許容範囲	2.8	38.21	1.3	名詞
妥当	妥当	2.8	38.21	1.42	名詞
we	we	2.8	38.21	1.28	名詞
方法	方法	2.8	38.21	1.33	名詞
嫌悪	嫌悪	2.8	38.21	1.38	名詞
だに	だに	2.8	38.21	1.49	名詞
ろう	ろう	2.8	38.21	1.22	名詞
ジャスト	ジャスト	2.8	38.21	1.01	名詞
たい	たい	2.8	38.21	1.38	名詞
ミーハー	ミーハー	2.8	38.21	1.25	名詞
先ほど	先ほど	2.8	38.21	1.17	名詞
都市伝説	都市伝説	2.8	38.21	1.3	名詞
手出し	手出し	2.8	38.21	1.22	名詞
考察	考察	2.8	38.21	1.47	名詞
アンダー	アンダー	2.8	38.21	1.22	名詞
あいつら	あいつら	2.8	38.21	1.17	名詞
主義	主義	2.8	38.21	1.35	名詞
ラウンド	ラウンド	2.8	38.21	1.05	名詞
kill	kill	2.8	38.21	1.11	名詞
高位	高位	2.8	38.21	1.19	名詞
かなた	かなた	2.8	38.21	1.38	名詞
滅多	滅多	2.8	38.21	1.25	名詞
振り	振り	2.8	38.21	0.98	名詞
コントラスト	コントラスト	2.8	38.21	1.05	名詞
心	心	2.8	38.21	1.47	名詞
打	打	2.8	38.21	1.14	名詞
熱意	熱意	2.8	38.21	1.3	名詞
引き	引き	2.8	38.21	1.17	名詞
すさまじい	すさまじい	2.83	37.52	1.49	形容詞
めんどい	めんどい	2.83	37.52	1.37	形容詞
固い	固い	2.83	37.52	1.13	形容詞
大人しい	大人しい	2.83	37.52	1.39	形容詞
あたたかい	あたたかい	2.83	37.52	1.37	形容詞
わるい	わるい	2.83	37.52	1.19	形容詞
悩ましい	悩ましい	2.83	37.52	1.32	形容詞
愛らしい	愛らしい	2.83	37.52	1.34	形容詞
エラい	エラい	2.83	37.52	1.37	形容詞
美しい	美しい	2.83	37.52	1.39	形容詞
潔い	潔い	2.83	37.52	1.37	形容詞
笑	笑	2.83	37.52	1.32	名詞
in	in	2.83	37.52	1.04	名詞
破廉恥	破廉恥	2.83	37.52	1.24	名詞
てれ	てれ	2.83	37.52	1.16	名詞
げんなり	げんなり	2.83	37.52	1.34	名詞
兼	兼	2.83	37.52	1.19	名詞
史	史	2.83	37.52	1.21	名詞
快適	快適	2.83	37.52	1.34	名詞
丁寧	丁寧	2.83	37.52	1.42	名詞
優遇	優遇	2.83	37.52	1.27	名詞
迷走	迷走	2.83	37.52	1.27	名詞
浅い	浅い	2.83	37.52	1.34	形容詞
切	切	2.83	37.52	1.24	名詞
回し	回し	2.83	37.52	1	名詞
大雑把	大雑把	2.83	37.52	1.34	名詞
先程	先程	2.83	37.52	1.24	名詞
愛ちゃん	愛ちゃん	2.83	37.52	1.37	名詞
凸	凸	2.83	37.52	1.27	名詞
我	我	2.83	37.52	1.24	名詞
実証	実証	2.83	37.52	1.21	名詞
思想	思想	2.83	37.52	1.42	名詞
社	社	2.83	37.52	1.07	名詞
わたす	わたす	2.83	37.52	1.13	動詞
見せかける	見せかける	2.83	37.52	1.21	動詞
早まる	早まる	2.83	37.52	1.19	動詞
もれる	もれる	2.83	37.52	1.21	動詞
移る	移る	2.83	37.52	1.16	動詞
うつす	うつす	2.83	37.52	1.32	動詞
奪う	奪う	2.83	37.52	1.1	動詞
おえる	おえる	2.83	37.52	1.27	動詞
きそう	きそう	2.83	37.52	1.39	動詞
たてる	たてる	2.83	37.52	1.19	動詞
介す	介す	2.83	37.52	1.61	動詞
延ばす	延ばす	2.83	37.52	1.19	動詞
もうす	もうす	2.83	37.52	1.24	動詞
好む	好む	2.83	37.52	1.27	動詞
かわる	かわる	2.83	37.52	1.29	動詞
いる	いる	2.83	37.52	1.24	動詞
こねる	こねる	2.83	37.52	1.1	動詞
治まる	治まる	2.83	37.52	1.27	動詞
召す	召す	2.83	37.52	1.04	動詞
誤魔化す	誤魔化す	2.83	37.52	1.27	動詞
のせる	のせる	2.83	37.52	1.44	動詞
毎度	毎度	2.83	37.52	1.44	名詞
とらえる	とらえる	2.83	37.52	1.16	動詞
もげる	もげる	2.83	37.52	1.39	動詞
求む	求む	2.83	37.52	1.07	動詞
たらす	たらす	2.83	37.52	1.37	動詞
くちる	くちる	2.83	37.52	1.42	動詞
越す	越す	2.83	37.52	1	動詞
燃え尽きる	燃え尽きる	2.83	37.52	1.1	動詞
向かう	向かう	2.83	37.52	1.07	動詞
くらう	くらう	2.83	37.52	1.13	動詞
浸る	浸る	2.83	37.52	1.34	動詞
尽くす	尽くす	2.83	37.52	1.19	動詞
無くす	無くす	2.83	37.52	1.19	動詞
高める	高める	2.83	37.52	1.19	動詞
きける	きける	2.83	37.52	1.16	動詞
しめる	しめる	2.83	37.52	1.24	動詞
取り	取り	2.83	37.52	1.39	動詞
おちつける	おちつける	2.83	37.52	1.34	動詞
