Word	Org	Score	Deviation	Std	PoS
化粧	化粧	1.8	58.85	0.91	名詞
スコーン	スコーン	1.8	58.85	1.17	名詞
声優さん	声優さん	1.8	58.85	0.95	名詞
電車	電車	1.8	58.85	0.95	名詞
ブック	ブック	1.8	58.85	1.17	名詞
有吉	有吉	1.8	58.85	1.01	名詞
モザイク	モザイク	1.8	58.85	0.95	名詞
うめ	うめ	1.8	58.85	1.08	名詞
お手伝い	お手伝い	1.8	58.85	0.83	名詞
冷たい雨	冷たい雨	1.8	58.85	0.98	名詞
爺	爺	1.8	58.85	1.05	名詞
ハシゴ	ハシゴ	1.8	58.85	0.87	名詞
おかあさん	おかあさん	1.8	58.85	1.25	名詞
皇帝	皇帝	1.8	58.85	1.17	名詞
昨年	昨年	1.8	58.85	1.17	名詞
標準語	標準語	1.8	58.85	1.08	名詞
キャンプ	キャンプ	1.8	58.85	0.87	名詞
大喜利	大喜利	1.8	58.85	0.91	名詞
ホワイトデー	ホワイトデー	1.8	58.85	1.11	名詞
昼飯	昼飯	1.8	58.85	1.11	名詞
かかと	かかと	1.8	58.85	1.08	名詞
柴田	柴田	1.8	58.85	1.01	名詞
不倫	不倫	1.8	58.85	1.01	名詞
child	child	1.8	58.85	1.14	名詞
googleマップ	googleマップ	1.8	58.85	1.17	名詞
サンデー	サンデー	1.8	58.85	0.98	名詞
プログラマー	プログラマー	1.8	58.85	0.83	名詞
検察	検察	1.8	58.85	0.98	名詞
左側	左側	1.8	58.85	0.95	名詞
ボールペン	ボールペン	1.8	58.85	1.17	名詞
国産	国産	1.8	58.85	0.98	名詞
標高	標高	1.8	58.85	1.01	名詞
ホンダ	ホンダ	1.8	58.85	1.17	名詞
嘘	嘘	1.8	58.85	1.11	名詞
東西	東西	1.8	58.85	1.05	名詞
西友	西友	1.8	58.85	1.22	名詞
次男	次男	1.8	58.85	1.25	名詞
くり	くり	1.8	58.85	0.87	名詞
私自身	私自身	1.8	58.85	0.79	名詞
入力	入力	1.8	58.85	0.79	名詞
パパ	パパ	1.8	58.85	1.01	名詞
寝癖	寝癖	1.8	58.85	1.01	名詞
大文字	大文字	1.8	58.85	0.83	名詞
背景	背景	1.8	58.85	0.87	名詞
がんも	がんも	1.8	58.85	1.17	名詞
手料理	手料理	1.8	58.85	1.01	名詞
シュート	シュート	1.8	58.85	0.79	名詞
条項	条項	1.8	58.85	1.01	名詞
霧	霧	1.8	58.85	0.91	名詞
尻取り	尻取り	1.8	58.85	1.11	名詞
高専	高専	1.8	58.85	1.14	名詞
政治家	政治家	1.8	58.85	1.08	名詞
親分	親分	1.8	58.85	1.01	名詞
仕事	仕事	1.8	58.85	1.08	名詞
weekend	weekend	1.8	58.85	1.01	名詞
ポール	ポール	1.8	58.85	1.01	名詞
radio	radio	1.8	58.85	1.22	名詞
揚げ物	揚げ物	1.8	58.85	1.11	名詞
ターミナル	ターミナル	1.8	58.85	0.75	名詞
流星	流星	1.8	58.85	0.98	名詞
冬休み	冬休み	1.8	58.85	0.98	名詞
死亡	死亡	1.8	58.85	1.14	名詞
油	油	1.8	58.85	1.01	名詞
tablet	tablet	1.8	58.85	0.79	名詞
モノクロ	モノクロ	1.8	58.85	0.79	名詞
担当者	担当者	1.8	58.85	1.01	名詞
オーブン	オーブン	1.8	58.85	0.98	名詞
画伯	画伯	1.8	58.85	0.91	名詞
遅刻	遅刻	1.8	58.85	1.08	名詞
ゴスロリ	ゴスロリ	1.8	58.85	1.14	名詞
葛西	葛西	1.83	58.16	1.07	名詞
カーブ	カーブ	1.83	58.16	1.04	名詞
月	月	1.83	58.16	1.19	名詞
海鮮	海鮮	1.83	58.16	1.04	名詞
勝敗	勝敗	1.83	58.16	1	名詞
カブト	カブト	1.83	58.16	1	名詞
bingo	bingo	1.83	58.16	1.1	名詞
星座	星座	1.83	58.16	1.1	名詞
夜ご飯	夜ご飯	1.83	58.16	1.1	名詞
ひとり	ひとり	1.83	58.16	1.1	名詞
売上	売上	1.83	58.16	1.07	名詞
ばあちゃん	ばあちゃん	1.83	58.16	1.07	名詞
かに	かに	1.83	58.16	1	名詞
運動会	運動会	1.83	58.16	1.07	名詞
地球温暖化	地球温暖化	1.83	58.16	1.04	名詞
fax	fax	1.83	58.16	1.13	名詞
スリー	スリー	1.83	58.16	1.1	名詞
会社員	会社員	1.83	58.16	1.21	名詞
店主	店主	1.83	58.16	1.07	名詞
msn産経ニュース	MSN産経ニュース	1.83	58.16	1.1	名詞
喪中	喪中	1.83	58.16	0.86	名詞
歯磨き	歯磨き	1.83	58.16	1.13	名詞
年賀	年賀	1.83	58.16	1.04	名詞
アーティスト	アーティスト	1.83	58.16	1	名詞
md	MD	1.83	58.16	1.21	名詞
festival	festival	1.83	58.16	0.97	名詞
洗浄	洗浄	1.83	58.16	0.73	名詞
そうじ	そうじ	1.83	58.16	0.86	名詞
申し込み	申し込み	1.83	58.16	0.9	名詞
おせち	おせち	1.83	58.16	0.86	名詞
やけど	やけど	1.83	58.16	0.97	名詞
煮物	煮物	1.83	58.16	1.1	名詞
ジョナサン	ジョナサン	1.83	58.16	1.42	名詞
建設	建設	1.83	58.16	0.9	名詞
学園	学園	1.83	58.16	1.39	名詞
体育館	体育館	1.83	58.16	0.97	名詞
鎧	鎧	1.83	58.16	1.21	名詞
路地	路地	1.83	58.16	1.24	名詞
県	県	1.83	58.16	1	名詞
交換	交換	1.83	58.16	0.86	名詞
日本時間	日本時間	1.83	58.16	1.16	名詞
短髪	短髪	1.83	58.16	1.07	名詞
四半期	四半期	1.83	58.16	0.93	名詞
汁	汁	1.83	58.16	0.93	名詞
カロリー	カロリー	1.83	58.16	0.93	名詞
血液型	血液型	1.83	58.16	1.13	名詞
跡地	跡地	1.83	58.16	1.07	名詞
開演	開演	1.83	58.16	1.07	名詞
菜の花	菜の花	1.83	58.16	1.27	名詞
王国	王国	1.83	58.16	0.93	名詞
防具	防具	1.83	58.16	1.16	名詞
股	股	1.83	58.16	1	名詞
読書会	読書会	1.83	58.16	1	名詞
ファミ通	ファミ通	1.83	58.16	1.04	名詞
顔	顔	1.83	58.16	1.13	名詞
びん	びん	1.83	58.16	1.07	名詞
ポーチ	ポーチ	1.83	58.16	1	名詞
ボジョレー	ボジョレー	1.83	58.16	1.07	名詞
白子	白子	1.83	58.16	0.97	名詞
輪郭	輪郭	1.83	58.16	1.1	名詞
採用	採用	1.83	58.16	0.93	名詞
アクセル	アクセル	1.83	58.16	0.9	名詞
藤沢	藤沢	1.83	58.16	1.13	名詞
貴族	貴族	1.83	58.16	0.82	名詞
工房	工房	1.83	58.16	1.04	名詞
速度	速度	1.83	58.16	0.78	名詞
リコー	リコー	1.83	58.16	1.19	名詞
男性	男性	1.83	58.16	1.1	名詞
現地時間	現地時間	1.83	58.16	1	名詞
オバアちゃん	オバアちゃん	1.83	58.16	1.13	名詞
ボール	ボール	1.83	58.16	1.1	名詞
ねんど	ねんど	1.83	58.16	1.13	名詞
本業	本業	1.83	58.16	0.93	名詞
録画	録画	1.83	58.16	0.93	名詞
日本史	日本史	1.83	58.16	1.19	名詞
着信	着信	1.83	58.16	0.9	名詞
隣人	隣人	1.83	58.16	0.82	名詞
蜘蛛	蜘蛛	1.83	58.16	1.16	名詞
カレーパン	カレーパン	1.83	58.16	1.07	名詞
同梱	同梱	1.83	58.16	1.19	名詞
アジア	アジア	1.83	58.16	1.04	名詞
tbs	TBS	1.83	58.16	1.21	名詞
廃止	廃止	1.83	58.16	1.07	名詞
醤油	醤油	1.83	58.16	1.21	名詞
殺す	殺す	1.83	58.16	1.1	動詞
置く	置く	1.83	58.16	0.93	動詞
引き出し	引き出し	1.83	58.16	0.97	動詞
転がる	転がる	1.83	58.16	1.07	動詞
塗る	塗る	1.83	58.16	1.04	動詞
占う	占う	1.83	58.16	0.97	動詞
配る	配る	1.83	58.16	1	動詞
剃る	剃る	1.83	58.16	0.93	動詞
染まる	染まる	1.83	58.16	0.97	動詞
止まる	止まる	1.83	58.16	0.86	動詞
産む	産む	1.83	58.16	0.93	動詞
チャーシュー	チャーシュー	1.83	58.16	1.24	名詞
鳥肌	鳥肌	1.83	58.16	0.97	名詞
朝市	朝市	1.83	58.16	0.82	名詞
大佐	大佐	1.83	58.16	0.93	名詞
親父	親父	1.83	58.16	0.93	名詞
chicken	chicken	1.83	58.16	0.9	名詞
フォント	フォント	1.83	58.16	0.9	名詞
あきば	あきば	1.83	58.16	1.04	名詞
昨日	昨日	1.83	58.16	1.1	名詞
発売日	発売日	1.83	58.16	1	名詞
切断	切断	1.83	58.16	0.93	名詞
同僚	同僚	1.83	58.16	1	名詞
スパイス	スパイス	1.83	58.16	1.13	名詞
生活保護	生活保護	1.83	58.16	1.13	名詞
一年	一年	1.83	58.16	1.1	名詞
携帯	携帯	1.83	58.16	1	名詞
ランキング	ランキング	1.83	58.16	0.93	名詞
ライブハウス	ライブハウス	1.83	58.16	1.04	名詞
出動	出動	1.83	58.16	1	名詞
頭部	頭部	1.83	58.16	0.73	名詞
黄金	黄金	1.83	58.16	1.04	名詞
music	music	1.83	58.16	1	名詞
撤回	撤回	1.83	58.16	0.9	名詞
漫画	漫画	1.83	58.16	1.04	名詞
地名	地名	1.83	58.16	1.04	名詞
首輪	首輪	1.83	58.16	1	名詞
貯金	貯金	1.83	58.16	1.04	名詞
呼び出し	呼び出し	1.83	58.16	0.9	名詞
体脂肪率	体脂肪率	1.83	58.16	1.13	名詞
使い捨て	使い捨て	1.83	58.16	1.27	名詞
代休	代休	1.83	58.16	1.29	名詞
定食	定食	1.83	58.16	0.86	名詞
英文	英文	1.83	58.16	1.13	名詞
沼	沼	1.83	58.16	1.13	名詞
特番	特番	1.83	58.16	0.97	名詞
社食	社食	1.83	58.16	0.93	名詞
牛肉	牛肉	1.83	58.16	1.29	名詞
振袖	振袖	1.83	58.16	1.13	名詞
発掘	発掘	1.83	58.16	0.9	名詞
コンビニ	コンビニ	1.83	58.16	1.16	名詞
厚労省	厚労省	1.83	58.16	1.04	名詞
2日目	2日目	1.83	58.16	1.21	名詞
インフラ	インフラ	1.83	58.16	0.86	名詞
鎖	鎖	1.83	58.16	0.86	名詞
試合	試合	1.83	58.16	0.82	名詞
責任者	責任者	1.83	58.16	0.97	名詞
遺伝子	遺伝子	1.83	58.16	0.93	名詞
ドイツ	ドイツ	1.83	58.16	1.24	名詞
ブリ	ブリ	1.83	58.16	1.04	名詞
1回目	1回目	1.83	58.16	1.07	名詞
loft	loft	1.83	58.16	1.07	名詞
体重	体重	1.83	58.16	1	名詞
ソーダ	ソーダ	1.83	58.16	0.9	名詞
メニュー	メニュー	1.83	58.16	0.82	名詞
膝枕	膝枕	1.83	58.16	1.16	名詞
マメ	マメ	1.83	58.16	0.9	名詞
保有	保有	1.83	58.16	1.04	名詞
草	草	1.83	58.16	1.04	名詞
フェラ	フェラ	1.83	58.16	1.24	名詞
転勤	転勤	1.83	58.16	1	名詞
絵画	絵画	1.83	58.16	0.86	名詞
おやつ	おやつ	1.83	58.16	0.69	名詞
親戚	親戚	1.83	58.16	1.1	名詞
確率	確率	1.83	58.16	1.04	名詞
歩行	歩行	1.83	58.16	1.1	名詞
アイテム	アイテム	1.83	58.16	0.97	名詞
ウォーキング	ウォーキング	1.83	58.16	1.04	名詞
ポルノ	ポルノ	1.83	58.16	0.86	名詞
にらめっこ	にらめっこ	1.83	58.16	0.93	名詞
パケット	パケット	1.83	58.16	0.93	名詞
ストラップ	ストラップ	1.83	58.16	1.07	名詞
粉	粉	1.83	58.16	0.9	名詞
洞窟	洞窟	1.83	58.16	0.9	名詞
部屋	部屋	1.83	58.16	0.86	名詞
cat	cat	1.83	58.16	0.97	名詞
おでん	おでん	1.83	58.16	1	名詞
背番号	背番号	1.83	58.16	1.27	名詞
メルマガ	メルマガ	1.83	58.16	0.86	名詞
風邪	風邪	1.83	58.16	1	名詞
カステラ	カステラ	1.83	58.16	1.16	名詞
劇場	劇場	1.83	58.16	0.86	名詞
募集	募集	1.83	58.16	0.86	名詞
朗読	朗読	1.83	58.16	1.04	名詞
原発	原発	1.83	58.16	1.04	名詞
リンク先	リンク先	1.83	58.16	1.04	名詞
睡眠時間	睡眠時間	1.83	58.16	1.13	名詞
うがい	うがい	1.83	58.16	1.16	名詞
ゲーム機	ゲーム機	1.83	58.16	0.97	名詞
パーカー	パーカー	1.83	58.16	1.19	名詞
毎年	毎年	1.83	58.16	1	名詞
再来週	再来週	1.83	58.16	1.1	名詞
両面	両面	1.83	58.16	1.07	名詞
purple	purple	1.83	58.16	1.1	名詞
nasa	nasa	1.83	58.16	1.21	名詞
お金	お金	1.83	58.16	1.27	名詞
弁当	弁当	1.83	58.16	1.04	名詞
大声	大声	1.83	58.16	1.04	名詞
吹奏楽	吹奏楽	1.83	58.16	1.24	名詞
福山	福山	1.83	58.16	1.21	名詞
侍	侍	1.83	58.16	1.07	名詞
キーワード	キーワード	1.83	58.16	1.13	名詞
シーツ	シーツ	1.83	58.16	1.27	名詞
地下	地下	1.83	58.16	1.07	名詞
ニュースサイト	ニュースサイト	1.83	58.16	0.97	名詞
大将	大将	1.83	58.16	1.16	名詞
もち	もち	1.83	58.16	1	名詞
農家	農家	1.83	58.16	1	名詞
めし	めし	1.83	58.16	1.07	名詞
積雪	積雪	1.83	58.16	1.07	名詞
少女漫画	少女漫画	1.83	58.16	0.93	名詞
シカ	シカ	1.83	58.16	1.16	名詞
pen	pen	1.83	58.16	1.04	名詞
キャラメル	キャラメル	1.83	58.16	1.04	名詞
comic	comic	1.83	58.16	0.97	名詞
アグネス	アグネス	1.83	58.16	1.1	名詞
一曲	一曲	1.83	58.16	0.97	名詞
職場	職場	1.83	58.16	1.13	名詞
queen	queen	1.83	58.16	0.82	名詞
バッジ	バッジ	1.83	58.16	0.93	名詞
食紅	食紅	1.83	58.16	1.04	名詞
二十歳	二十歳	1.83	58.16	1.37	名詞
ナレーション	ナレーション	1.83	58.16	1.04	名詞
東口	東口	1.83	58.16	0.93	名詞
水色	水色	1.83	58.16	0.78	名詞
鱈子	鱈子	1.83	58.16	1.1	名詞
御社	御社	1.83	58.16	0.93	名詞
経費	経費	1.83	58.16	0.86	名詞
航空	航空	1.83	58.16	0.78	名詞
コンピューター	コンピューター	1.83	58.16	0.86	名詞
ツーリング	ツーリング	1.83	58.16	0.97	名詞
red	red	1.83	58.16	1.1	名詞
切符	切符	1.83	58.16	1.27	名詞
問題集	問題集	1.83	58.16	1.07	名詞
せんせい	せんせい	1.83	58.16	1.04	名詞
store	store	1.83	58.16	1	名詞
警備	警備	1.83	58.16	0.93	名詞
年月日	年月日	1.83	58.16	1.1	名詞
下北	下北	1.83	58.16	1.24	名詞
デスク	デスク	1.83	58.16	1.1	名詞
children	children	1.83	58.16	1.21	名詞
ドキュメント	ドキュメント	1.83	58.16	1.1	名詞
美少年	美少年	1.83	58.16	0.93	名詞
涙腺	涙腺	1.83	58.16	1	名詞
全部	全部	1.83	58.16	1.16	名詞
日誌	日誌	1.83	58.16	0.93	名詞
舞台	舞台	1.83	58.16	0.86	名詞
学食	学食	1.83	58.16	0.93	名詞
イスラエル	イスラエル	1.83	58.16	1.13	名詞
バカリズム	バカリズム	1.83	58.16	1	名詞
団長	団長	1.83	58.16	0.82	名詞
あけましておめでとう	あけましておめでとう	1.83	58.16	1.29	名詞
青山	青山	1.83	58.16	1.19	名詞
夜道	夜道	1.83	58.16	0.97	名詞
オーディオ	オーディオ	1.83	58.16	0.86	名詞
本社	本社	1.83	58.16	1.04	名詞
百合	百合	1.83	58.16	1.07	名詞
サクラ	サクラ	1.83	58.16	0.97	名詞
氷点下	氷点下	1.83	58.16	1.16	名詞
sea	sea	1.83	58.16	1.04	名詞
満席	満席	1.83	58.16	1.04	名詞
父上	父上	1.83	58.16	1.1	名詞
手書き	手書き	1.83	58.16	0.9	名詞
換気	換気	1.83	58.16	0.82	名詞
レター	レター	1.83	58.16	0.97	名詞
お粥	お粥	1.83	58.16	0.9	名詞
ハードウェア	ハードウェア	1.83	58.16	1.13	名詞
初恋	初恋	1.83	58.16	1.16	名詞
コレクション	コレクション	1.83	58.16	0.93	名詞
歯科	歯科	1.83	58.16	1	名詞
座席	座席	1.83	58.16	1.13	名詞
大音量	大音量	1.83	58.16	0.86	名詞
税	税	1.83	58.16	0.82	名詞
発注	発注	1.83	58.16	1	名詞
サンタ	サンタ	1.83	58.16	1	名詞
攻撃	攻撃	1.83	58.16	0.97	名詞
グラフ	グラフ	1.83	58.16	0.9	名詞
春夏	春夏	1.83	58.16	1.04	名詞
区民	区民	1.83	58.16	1	名詞
持参	持参	1.83	58.16	1	名詞
カプセル	カプセル	1.83	58.16	0.97	名詞
商品	商品	1.83	58.16	1.21	名詞
路上	路上	1.87	57.48	1.09	名詞
暴言	暴言	1.87	57.48	1.15	名詞
芸能人	芸能人	1.87	57.48	0.96	名詞
ジョーカー	ジョーカー	1.87	57.48	1.15	名詞
足立	足立	1.87	57.48	1.33	名詞
恐竜	恐竜	1.87	57.48	0.85	名詞
メーター	メーター	1.87	57.48	0.99	名詞
夕刊	夕刊	1.87	57.48	1.06	名詞
市内	市内	1.87	57.48	1.12	名詞
ソースコード	ソースコード	1.87	57.48	0.81	名詞
禁酒	禁酒	1.87	57.48	1.06	名詞
キヤノン	キヤノン	1.87	57.48	1.26	名詞
usbメモリ	USBメモリ	1.87	57.48	1.26	名詞
血圧	血圧	1.87	57.48	1.18	名詞
お部屋	お部屋	1.87	57.48	0.99	名詞
患者	患者	1.87	57.48	0.96	名詞
触手	触手	1.87	57.48	1.02	名詞
brothers	brothers	1.87	57.48	0.96	名詞
麺類	麺類	1.87	57.48	0.96	名詞
レース	レース	1.87	57.48	1.15	名詞
カレンダ	カレンダ	1.87	57.48	1.02	名詞
タイガー	タイガー	1.87	57.48	1.09	名詞
単価	単価	1.87	57.48	0.99	名詞
ファイナル	ファイナル	1.87	57.48	0.88	名詞
アップル	アップル	1.87	57.48	1.12	名詞
update	update	1.87	57.48	1.09	名詞
太平洋	太平洋	1.87	57.48	1.28	名詞
道民	道民	1.87	57.48	1.09	名詞
アポロ	アポロ	1.87	57.48	1.06	名詞
文庫	文庫	1.87	57.48	0.96	名詞
ベット	ベット	1.87	57.48	1.15	名詞
仕事場	仕事場	1.87	57.48	0.72	名詞
エビ	エビ	1.87	57.48	1.02	名詞
伝票	伝票	1.87	57.48	1.06	名詞
集会	集会	1.87	57.48	1.09	名詞
サウンド	サウンド	1.87	57.48	1.12	名詞
リメイク	リメイク	1.87	57.48	0.81	名詞
足下	足下	1.87	57.48	1.09	名詞
犯罪者	犯罪者	1.87	57.48	0.99	名詞
コップ	コップ	1.87	57.48	1.2	名詞
中日	中日	1.87	57.48	1.15	名詞
出店	出店	1.87	57.48	1.02	名詞
今晩	今晩	1.87	57.48	0.88	名詞
シャベル	シャベル	1.87	57.48	0.92	名詞
顧問	顧問	1.87	57.48	0.88	名詞
unicorn	UNICORN	1.87	57.48	1.02	名詞
卒業	卒業	1.87	57.48	0.76	名詞
荷物	荷物	1.87	57.48	0.96	名詞
当店	当店	1.87	57.48	1.15	名詞
文書	文書	1.87	57.48	1.18	名詞
祝日	祝日	1.87	57.48	0.92	名詞
スクール	スクール	1.87	57.48	0.88	名詞
そり	そり	1.87	57.48	1.06	名詞
飲酒	飲酒	1.87	57.48	1.06	名詞
sky	sky	1.87	57.48	1.09	名詞
サラダ	サラダ	1.87	57.48	0.81	名詞
袴	袴	1.87	57.48	1.09	名詞
五つ	五つ	1.87	57.48	1.26	名詞
ガラケー	ガラケー	1.87	57.48	1.09	名詞
レイトン教授	レイトン教授	1.87	57.48	1.2	名詞
usb	USB	1.87	57.48	1.12	名詞
テロ	テロ	1.87	57.48	0.99	名詞
ネットラジオ	ネットラジオ	1.87	57.48	1.09	名詞
おかず	おかず	1.87	57.48	0.96	名詞
はげ	はげ	1.87	57.48	1.2	名詞
city	city	1.87	57.48	0.85	名詞
禿	禿	1.87	57.48	0.92	名詞
ハーレム	ハーレム	1.87	57.48	0.88	名詞
暦	暦	1.87	57.48	0.85	名詞
注文	注文	1.87	57.48	1.06	名詞
居酒屋	居酒屋	1.87	57.48	1.15	名詞
音源	音源	1.87	57.48	1.06	名詞
谷	谷	1.87	57.48	0.99	名詞
cm	cm	1.87	57.48	1.02	名詞
音量	音量	1.87	57.48	1.09	名詞
民法	民法	1.87	57.48	1.18	名詞
テンキー	テンキー	1.87	57.48	1.18	名詞
青少年健全育成条例	青少年健全育成条例	1.87	57.48	1.18	名詞
ミキティ	ミキティ	1.87	57.48	1.06	名詞
クーポン	クーポン	1.87	57.48	0.99	名詞
見極める	見極める	1.87	57.48	1.02	動詞
走る	走る	1.87	57.48	1.15	動詞
言い張る	言い張る	1.87	57.48	1.06	動詞
寝込む	寝込む	1.87	57.48	1.06	動詞
降りる	降りる	1.87	57.48	1.15	動詞
振り込む	振り込む	1.87	57.48	0.92	動詞
褒める	褒める	1.87	57.48	1.02	動詞
写す	写す	1.87	57.48	0.85	動詞
かがむ	かがむ	1.87	57.48	0.99	動詞
寝違える	寝違える	1.87	57.48	0.88	動詞
買い占める	買い占める	1.87	57.48	0.88	動詞
甘い	甘い	1.87	57.48	1.09	形容詞
フラッシュ	フラッシュ	1.87	57.48	1.15	名詞
両親	両親	1.87	57.48	0.99	名詞
最後	最後	1.87	57.48	1.06	名詞
エッセイ	エッセイ	1.87	57.48	1.06	名詞
レゲエ	レゲエ	1.87	57.48	0.96	名詞
面接	面接	1.87	57.48	0.85	名詞
外為	外為	1.87	57.48	1.02	名詞
喫煙所	喫煙所	1.87	57.48	1.06	名詞
具体的	具体的	1.87	57.48	1.06	名詞
受け取り	受け取り	1.87	57.48	1.06	名詞
介護	介護	1.87	57.48	0.92	名詞
戦場	戦場	1.87	57.48	0.88	名詞
特訓	特訓	1.87	57.48	0.85	名詞
挨拶	挨拶	1.87	57.48	0.88	名詞
見本	見本	1.87	57.48	0.72	名詞
鳩山	鳩山	1.87	57.48	1.31	名詞
なまえ	なまえ	1.87	57.48	0.99	名詞
千里	千里	1.87	57.48	1.09	名詞
クレーム	クレーム	1.87	57.48	0.88	名詞
フォーク	フォーク	1.87	57.48	1.2	名詞
スギ	スギ	1.87	57.48	1.23	名詞
耳	耳	1.87	57.48	1.23	名詞
年度	年度	1.87	57.48	1.15	名詞
色違い	色違い	1.87	57.48	1.02	名詞
エロ漫画	エロ漫画	1.87	57.48	1.12	名詞
妊婦	妊婦	1.87	57.48	1.06	名詞
ネギ	ネギ	1.87	57.48	1.12	名詞
記念日	記念日	1.87	57.48	0.96	名詞
スパイク	スパイク	1.87	57.48	0.85	名詞
ミント	ミント	1.87	57.48	1.12	名詞
駅員	駅員	1.87	57.48	1.18	名詞
輸送	輸送	1.87	57.48	1.09	名詞
かぼちゃ	かぼちゃ	1.87	57.48	1.38	名詞
ホスト	ホスト	1.87	57.48	0.85	名詞
ビル	ビル	1.87	57.48	1.09	名詞
名称	名称	1.87	57.48	1.09	名詞
アナ	アナ	1.87	57.48	1.18	名詞
渋滞	渋滞	1.87	57.48	0.99	名詞
合コン	合コン	1.87	57.48	1.09	名詞
左右	左右	1.87	57.48	1.26	名詞
アンケート	アンケート	1.87	57.48	1.09	名詞
桜餅	桜餅	1.87	57.48	0.96	名詞
補助金	補助金	1.87	57.48	0.85	名詞
ライセンス	ライセンス	1.87	57.48	1.02	名詞
開幕戦	開幕戦	1.87	57.48	1.15	名詞
フィルター	フィルター	1.87	57.48	0.92	名詞
アウトレット	アウトレット	1.87	57.48	1.02	名詞
着地	着地	1.87	57.48	1.02	名詞
日帰り	日帰り	1.87	57.48	1.18	名詞
秋葉	秋葉	1.87	57.48	0.92	名詞
march	March	1.87	57.48	1.2	名詞
発売中	発売中	1.87	57.48	0.96	名詞
羽毛	羽毛	1.87	57.48	1.15	名詞
自炊	自炊	1.87	57.48	0.99	名詞
怪談	怪談	1.87	57.48	1.06	名詞
民族	民族	1.87	57.48	1.12	名詞
京阪	京阪	1.87	57.48	0.88	名詞
クレカ	クレカ	1.87	57.48	1.15	名詞
エヴァ	エヴァ	1.87	57.48	1.09	名詞
パテ	パテ	1.87	57.48	0.92	名詞
堺	堺	1.87	57.48	1.09	名詞
入札	入札	1.87	57.48	0.96	名詞
ログイン	ログイン	1.87	57.48	0.92	名詞
前日	前日	1.87	57.48	1.06	名詞
重量	重量	1.87	57.48	1.02	名詞
スターウォーズ	スターウォーズ	1.87	57.48	1.28	名詞
くるみ	くるみ	1.87	57.48	1.15	名詞
コラボレーション	コラボレーション	1.87	57.48	0.67	名詞
グミ	グミ	1.87	57.48	0.99	名詞
数値	数値	1.87	57.48	1.06	名詞
akb	AKB	1.87	57.48	1.02	名詞
配信中	配信中	1.87	57.48	1.09	名詞
ツリー	ツリー	1.87	57.48	1.18	名詞
人種	人種	1.87	57.48	1.15	名詞
部隊	部隊	1.87	57.48	0.99	名詞
食い物	食い物	1.87	57.48	1.06	名詞
プレゼント	プレゼント	1.87	57.48	0.99	名詞
ラブレター	ラブレター	1.87	57.48	0.92	名詞
皿洗い	皿洗い	1.87	57.48	1.28	名詞
タワレコ	タワレコ	1.87	57.48	1.15	名詞
一人	一人	1.87	57.48	0.99	名詞
中国語	中国語	1.87	57.48	1.18	名詞
詩	詩	1.87	57.48	0.88	名詞
戸田	戸田	1.87	57.48	1.12	名詞
泉	泉	1.87	57.48	0.76	名詞
サンタさん	サンタさん	1.87	57.48	1.23	名詞
藤井	藤井	1.87	57.48	1.2	名詞
田園都市	田園都市	1.87	57.48	1.02	名詞
北九州	北九州	1.87	57.48	1.26	名詞
くじ	くじ	1.87	57.48	0.96	名詞
vhs	VHS	1.87	57.48	1.15	名詞
ルーター	ルーター	1.87	57.48	0.99	名詞
